dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,12.434996,20.497948,8.863022,8.310013,-68.765142,-2904.949918,1.212795
0.020000,12.480702,20.614002,8.987752,6.236497,-103.675823,-1745.534008,1.178248
0.020000,12.529307,20.725873,9.109726,6.098708,-6.889452,4839.318546,1.143461
0.020000,12.580677,20.833671,9.229139,5.970605,-6.405142,24.215504,1.108614
0.020000,12.634676,20.937520,9.346187,5.852445,-5.907978,24.858201,1.073896
0.020000,12.691170,21.037555,9.461073,5.744263,-5.409120,24.942865,1.039495
0.020000,12.750021,21.133922,9.573989,5.645796,-4.923355,24.288270,1.005592
0.020000,12.811094,21.226764,9.685117,5.556430,-4.468267,22.754382,0.972359
0.020000,12.874246,21.316228,9.794625,5.475390,-4.052020,20.812350,0.939954
0.020000,12.939335,21.402452,9.902658,5.401662,-3.686393,18.281349,0.908513
0.020000,13.006210,21.485571,10.009341,5.334113,-3.377472,15.446040,0.878154
0.020000,13.074719,21.565711,10.114772,5.271576,-3.126846,12.531346,0.848969
0.020000,13.144700,21.642991,10.219029,5.212844,-2.936597,9.512442,0.821032
0.020000,13.215989,21.717521,10.322164,5.156770,-2.803688,6.645413,0.794391
0.020000,13.288416,21.789407,10.424210,5.102304,-2.723313,4.018793,0.769078
0.020000,13.361811,21.858748,10.525180,5.048485,-2.690949,1.618176,0.745104
0.020000,13.436000,21.925636,10.625070,4.994492,-2.699651,-0.435090,0.722466
0.020000,13.510810,21.990161,10.723862,4.939626,-2.743269,-2.180900,0.701148
0.020000,13.586069,22.052408,10.821529,4.883321,-2.815269,-3.600007,0.681122
0.020000,13.661611,22.112460,10.918031,4.825125,-2.909804,-4.726768,0.662354
0.020000,13.737271,22.170395,11.013325,4.764695,-3.021494,-5.584477,0.644801
0.020000,13.812891,22.226291,11.107361,4.701785,-3.145479,-6.199243,0.628416
0.020000,13.888319,22.280221,11.200085,4.636222,-3.278170,-6.634568,0.613150
0.020000,13.963410,22.332255,11.291444,4.567907,-3.415731,-6.878060,0.598950
0.020000,14.038027,22.382464,11.381380,4.496797,-3.555545,-6.990687,0.585765
0.020000,14.112038,22.430910,11.469837,4.422878,-3.695930,-7.019224,0.573541
0.020000,14.185321,22.477658,11.556761,4.346189,-3.834424,-6.924713,0.562226
0.020000,14.257760,22.522766,11.642096,4.266780,-3.970486,-6.803084,0.551769
0.020000,14.329247,22.566290,11.725791,4.184725,-4.102724,-6.611930,0.542120
0.020000,14.399681,22.608284,11.807793,4.100113,-4.230609,-6.394222,0.533231
0.020000,14.468967,22.648796,11.888054,4.013035,-4.353899,-6.164540,0.525056
0.020000,14.537017,22.687873,11.966526,3.923598,-4.471847,-5.897358,0.517550
0.020000,14.603749,22.725558,12.043164,3.831896,-4.585107,-5.663042,0.510670
0.020000,14.669088,22.761891,12.117925,3.738043,-4.692631,-5.376189,0.504377
0.020000,14.732962,22.796907,12.190767,3.642130,-4.795675,-5.152207,0.498631
0.020000,14.795305,22.830641,12.261653,3.544266,-4.893209,-4.876702,0.493395
0.020000,14.856058,22.863123,12.330544,3.444545,-4.986043,-4.641663,0.488636
0.020000,14.915163,22.894380,12.397405,3.343056,-5.074453,-4.420513,0.484318
0.020000,14.972568,22.924437,12.462203,3.239898,-5.157895,-4.172085,0.480412
