dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,14.420814,25.027295,11.923655,2.531034,-6.812091,2.697168,0.460678
0.020000,14.463750,25.048566,11.971572,2.395812,-6.761126,2.548249,0.459298
0.020000,14.504306,25.068593,12.016802,2.261543,-6.713424,2.385120,0.458093
0.020000,14.542491,25.087396,12.059366,2.128178,-6.668282,2.257075,0.457045
0.020000,14.578315,25.104993,12.099279,1.995654,-6.626186,2.104802,0.456139
0.020000,14.611789,25.121401,12.136557,1.863918,-6.586769,1.970856,0.455360
0.020000,14.642921,25.136633,12.171216,1.732917,-6.550085,1.834218,0.454695
0.020000,14.671720,25.150701,12.203268,1.602597,-6.515994,1.704542,0.454129
0.020000,14.698196,25.163617,12.232726,1.472904,-6.484657,1.566857,0.453652
0.020000,14.722355,25.175391,12.259602,1.343790,-6.455710,1.447342,0.453253
0.020000,14.744207,25.186030,12.283906,1.215200,-6.429457,1.312637,0.452921
0.020000,14.763758,25.195541,12.305647,1.087086,-6.405702,1.187748,0.452649
0.020000,14.781014,25.203931,12.324835,0.959397,-6.384448,1.062726,0.452426
0.020000,14.795982,25.211204,12.341477,0.832083,-6.365706,0.937103,0.452248
0.020000,14.808667,25.217366,12.355579,0.705095,-6.349431,0.813717,0.452107
0.020000,14.819073,25.222419,12.367146,0.578381,-6.335677,0.687712,0.451999
0.020000,14.827203,25.226366,12.376184,0.451893,-6.324395,0.564114,0.451919
0.020000,14.833061,25.229209,12.382696,0.325583,-6.315513,0.444099,0.451864
0.020000,14.836649,25.230951,12.386684,0.199399,-6.309200,0.315641,0.451831
0.020000,14.838205,25.231706,12.388414,0.086489,-5.645485,33.185728,0.451817
0.020000,14.838535,25.231866,12.388780,0.018322,-3.408343,111.857091,0.451814
0.020000,14.838535,25.231866,12.388780,0.000000,-0.916119,124.611245,0.451814
