dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,11.439860,20.870251,7.587565,8.134599,-6.249564,-0.000000,1.212795
0.020000,11.499019,21.020455,7.749007,8.009608,-6.249564,0.000000,1.178248
0.020000,11.562355,21.166224,7.907950,7.884617,-6.249564,0.000000,1.143461
0.020000,11.629653,21.307442,8.064392,7.759625,-6.249564,-0.000000,1.108614
0.020000,11.700670,21.444017,8.218335,7.634634,-6.249564,0.000000,1.073896
0.020000,11.775137,21.575877,8.369777,7.509643,-6.249564,0.000000,1.039495
0.020000,11.852762,21.702985,8.518720,7.384651,-6.249564,-0.000000,1.005592
0.020000,11.933238,21.825325,8.665163,7.259660,-6.249564,0.000000,0.972359
0.020000,12.016244,21.942917,8.809107,7.134669,-6.249564,-0.000000,0.939954
0.020000,12.101457,22.055803,8.950550,7.009678,-6.249564,0.000000,0.908513
0.020000,12.188552,22.164055,9.089494,6.884686,-6.249564,0.000000,0.878154
0.020000,12.277206,22.267766,9.225938,6.759695,-6.249564,-0.000000,0.848969
0.020000,12.367110,22.367049,9.359882,6.634704,-6.249564,0.000000,0.821032
0.020000,12.457962,22.462036,9.491326,6.509713,-6.249564,-0.000000,0.794391
0.020000,12.549477,22.552870,9.620270,6.384721,-6.249564,0.000000,0.769078
0.020000,12.641385,22.639704,9.746715,6.259730,-6.249564,0.000000,0.745104
0.020000,12.733436,22.722699,9.870659,6.134739,-6.249564,0.000000,0.722466
0.020000,12.825396,22.802019,9.992104,6.009747,-6.249564,0.000000,0.701148
0.020000,12.917050,22.877829,10.111049,5.884756,-6.249564,0.000000,0.681122
0.020000,13.008200,22.950291,10.227494,5.759765,-6.249564,0.000000,0.662354
0.020000,13.098667,23.019566,10.341440,5.634774,-6.249564,0.000000,0.644801
0.020000,13.188285,23.085811,10.452885,5.509782,-6.249564,0.000000,0.628416
0.020000,13.276907,23.149175,10.561831,5.384791,-6.249564,0.000000,0.613150
0.020000,13.364398,23.209804,10.668277,5.259800,-6.249564,-0.000000,0.598950
0.020000,13.450637,23.267834,10.772223,5.134809,-6.249564,0.000000,0.585765
0.020000,13.535515,23.323394,10.873669,5.009817,-6.249564,0.000000,0.573541
0.020000,13.618933,23.376608,10.972616,4.884826,-6.249564,0.000000,0.562226
0.020000,13.700804,23.427589,11.069062,4.759835,-6.249564,0.000000,0.551769
0.020000,13.781047,23.476446,11.163009,4.634843,-6.249564,-0.000000,0.542120
0.020000,13.859593,23.523276,11.254456,4.509852,-6.249564,-0.000000,0.533231
0.020000,13.936377,23.568173,11.343403,4.384861,-6.249564,0.000000,0.525056
0.020000,14.011343,23.611222,11.429851,4.259870,-6.249564,-0.000000,0.517550
0.020000,14.084440,23.652501,11.513798,4.134878,-6.249564,0.000000,0.510670
0.020000,14.155622,23.692084,11.595246,4.009887,-6.249564,-0.000000,0.504377
0.020000,14.224849,23.730035,11.674193,3.884896,-6.249564,-0.000000,0.498631
0.020000,14.292085,23.766417,11.750641,3.759905,-6.249564,0.000000,0.493395
0.020000,14.357298,23.801283,11.824590,3.634913,-6.249564,0.000000,0.488636
0.020000,14.420458,23.834685,11.896038,3.509922,-6.249564,-0.000000,0.484318
0.020000,14.481540,23.866667,11.964987,3.384931,-6.249564,0.000000,0.480412
0.020000,14.540521,23.897271,12.031435,3.259939,-6.249564,0.000000,0.476887
0.020000,14.597382,23.926533,12.095384,3.134948,-6.249564,-0.000000,0.473714
0.020000,14.652105,23.954487,12.156833,3.009957,-6.249564,0.000000,0.470867
0.020000,14.704673,23.981163,12.215782,2.884966,-6.249564,-0.000000,0.468321
0.020000,14.755074,24.006585,12.272232,2.759974,-6.249564,-0.000000,0.466051
0.020000,14.803295,24.030779,12.326181,2.634983,-6.249564,0.000000,0.464035
0.020000,14.849324,24.053764,12.377631,2.509992,-6.249564,-0.000000,0.462250
0.020000,14.893154,24.075559,12.426581,2.385001,-6.249564,0.000000,0.460678
0.020000,14.934777,24.096180,12.473031,2.260009,-6.249564,-0.000000,0.459298
0.020000,14.974184,24.115640,12.516981,2.135018,-6.249564,0.000000,0.458093
0.020000,15.011371,24.133951,12.558432,2.010027,-6.249564,0.000000,0.457045
0.020000,15.046331,24.151124,12.597382,1.885035,-6.249564,0.000000,0.456139
0.020000,15.079062,24.167167,12.633833,1.760044,-6.249564,0.000000,0.455360
