dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,11.463927,20.259674,7.637538,7.093355,-6.500160,0.000000,1.189612
0.020000,11.516917,20.389870,7.778105,6.963352,-6.500160,0.000000,1.178744
0.020000,11.570368,20.517062,7.916072,6.833349,-6.500160,-0.000000,1.167009
0.020000,11.624324,20.641210,8.051439,6.703345,-6.500160,0.000000,1.154448
0.020000,11.678816,20.762278,8.184206,6.573342,-6.500160,-0.000000,1.141103
0.020000,11.733865,20.880230,8.314372,6.443339,-6.500160,0.000000,1.127016
0.020000,11.789476,20.995036,8.441939,6.313336,-6.500160,0.000000,1.112234
0.020000,11.845648,21.106665,8.566906,6.183333,-6.500160,-0.000000,1.096804
0.020000,11.902363,21.215093,8.689273,6.053329,-6.500160,0.000000,1.080778
0.020000,11.959595,21.320299,8.809039,5.923326,-6.500160,0.000000,1.064208
0.020000,12.017308,21.422264,8.926206,5.793323,-6.500160,-0.000000,1.047152
0.020000,12.075453,21.520977,9.040772,5.663320,-6.500160,0.000000,1.029667
0.020000,12.133975,21.616430,9.152738,5.533317,-6.500160,0.000000,1.011814
0.020000,12.192808,21.708622,9.262105,5.403313,-6.500160,-0.000000,0.993655
0.020000,12.251878,21.797557,9.368871,5.273310,-6.500160,0.000000,0.975254
0.020000,12.311104,21.883245,9.473037,5.143307,-6.500160,-0.000000,0.956676
0.020000,12.370399,21.965704,9.574603,5.013304,-6.500160,0.000000,0.937985
0.020000,12.429670,22.044957,9.673569,4.883301,-6.500160,0.000000,0.919246
0.020000,12.488819,22.121033,9.769935,4.753297,-6.500160,-0.000000,0.900523
0.020000,12.547746,22.193967,9.863701,4.623294,-6.500160,0.000000,0.881877
0.020000,12.606346,22.263802,9.954867,4.493291,-6.500160,0.000000,0.863368
0.020000,12.664515,22.330586,10.043433,4.363288,-6.500160,-0.000000,0.845054
0.020000,12.722146,22.394372,10.129399,4.233285,-6.500160,0.000000,0.826987
0.020000,12.779133,22.455216,10.212764,4.103281,-6.500160,0.000000,0.809219
0.020000,12.835372,22.513183,10.293530,3.973278,-6.500160,-0.000000,0.791797
0.020000,12.890759,22.568337,10.371695,3.843275,-6.500160,0.000000,0.774761
0.020000,12.945193,22.620748,10.447261,3.713272,-6.500160,0.000000,0.758152
0.020000,12.998576,22.670488,10.520226,3.583269,-6.500160,0.000000,0.742002
0.020000,13.050813,22.717631,10.590592,3.453265,-6.500160,0.000000,0.726343
0.020000,13.101814,22.762252,10.658357,3.323262,-6.500160,0.000000,0.711199
0.020000,13.151491,22.804426,10.723522,3.193259,-6.500160,0.000000,0.696593
0.020000,13.199761,22.844230,10.786087,3.063256,-6.500160,0.000000,0.682543
0.020000,13.246545,22.881739,10.846052,2.933253,-6.500160,0.000000,0.669064
0.020000,13.291771,22.917029,10.903417,2.803249,-6.500160,-0.000000,0.656168
0.020000,13.335367,22.950172,10.958182,2.673246,-6.500160,0.000000,0.643864
0.020000,13.377270,22.981241,11.010347,2.543243,-6.500160,0.000000,0.632158
0.020000,13.417419,23.010306,11.059912,2.413240,-6.500160,0.000000,0.621055
0.020000,13.455756,23.037433,11.106877,2.283237,-6.500160,-0.000000,0.610557
0.020000,13.492231,23.062688,11.151241,2.153233,-6.500160,-0.000000,0.600666
0.020000,13.526794,23.086133,11.193006,2.023230,-6.500160,0.000000,0.591379
0.020000,13.559402,23.107826,11.232171,1.893227,-6.500160,0.000000,0.582697
0.020000,13.590014,23.127823,11.268735,1.763224,-6.500160,-0.000000,0.574615
0.020000,13.618592,23.146176,11.302700,1.633221,-6.500160,0.000000,0.567132
0.020000,13.645104,23.162934,11.334064,1.503217,-6.500160,-0.000000,0.560242
0.020000,13.669519,23.178142,11.362828,1.373214,-6.500160,0.000000,0.553943
0.020000,13.691810,23.191842,11.388993,1.243211,-6.500160,-0.000000,0.548230
0.020000,13.711952,23.204072,11.412557,1.113208,-6.500160,0.000000,0.543099
0.020000,13.729924,23.214865,11.433521,0.983205,-6.500160,-0.000000,0.538546
0.020000,13.745708,23.224252,11.451885,0.853201,-6.500160,0.000000,0.534566
0.020000,13.759286,23.232260,11.467649,0.723198,-6.500160,-0.000000,0.531158
0.020000,13.770646,23.238912,11.480813,0.593195,-6.500160,0.000000,0.528317
0.020000,13.779776,23.244227,11.491377,0.463192,-6.500160,0.000000,0.526040
0.020000,13.786666,23.248219,11.499341,0.333189,-6.500160,-0.000000,0.524326
0.020000,13.791311,23.250902,11.504704,0.203185,-6.500160,0.000000,0.523172
0.020000,13.793705,23.252282,11.507468,0.073182,-6.500160,0.000000,0.522578
0.020000,13.794375,23.252668,11.508241,0.004090,-3.454596,152.278203,0.522412
0.020000,13.794411,23.252688,11.508282,0.000000,-0.204516,162.504001,0.522403
0.020000,13.794411,23.252688,11.508282,0.000000,0.000000,10.225798,0.522403
