dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,12.280575,23.453675,9.746469,4.506159,-7.721760,-4.539467,0.742002
0.020000,12.345165,23.511965,9.833472,4.350141,-7.800949,-3.959432,0.726343
0.020000,12.408275,23.567180,9.917327,4.192741,-7.869988,-3.451959,0.711199
0.020000,12.469782,23.619398,9.998010,4.034186,-7.927731,-2.887150,0.696593
0.020000,12.529569,23.668699,10.075503,3.874632,-7.977721,-2.499500,0.682543
0.020000,12.587528,23.715167,10.149789,3.714288,-8.017175,-1.972702,0.669064
0.020000,12.643556,23.758886,10.220856,3.553336,-8.047608,-1.521625,0.656168
0.020000,12.697559,23.799941,10.288693,3.391875,-8.073035,-1.271371,0.643864
0.020000,12.749453,23.838418,10.353295,3.230096,-8.088981,-0.797297,0.632158
0.020000,12.799157,23.874400,10.414656,3.068068,-8.101386,-0.620265,0.621055
0.020000,12.846599,23.907970,10.472774,2.905899,-8.108428,-0.352072,0.610557
0.020000,12.891715,23.939208,10.527649,2.743721,-8.108931,-0.025160,0.600666
0.020000,12.934443,23.968191,10.579280,2.581563,-8.107910,0.051038,0.591379
0.020000,12.974732,23.994994,10.627670,2.419481,-8.104093,0.190850,0.582697
0.020000,13.012532,24.019687,10.672821,2.257558,-8.096116,0.398862,0.574615
0.020000,13.047801,24.042337,10.714736,2.095773,-8.089283,0.341672,0.567132
0.020000,13.080501,24.063006,10.753421,1.934220,-8.077630,0.582636,0.560242
0.020000,13.110597,24.081753,10.788878,1.772846,-8.068723,0.445322,0.553943
0.020000,13.138059,24.098631,10.821112,1.611719,-8.056347,0.618839,0.548230
0.020000,13.162861,24.113690,10.850128,1.450799,-8.046004,0.517140,0.543099
0.020000,13.184981,24.126974,10.875930,1.290092,-8.035323,0.534048,0.538546
0.020000,13.204398,24.138522,10.898522,1.129613,-8.023956,0.568330,0.534566
0.020000,13.221096,24.148370,10.917908,0.969276,-8.016858,0.354908,0.531158
0.020000,13.235061,24.156547,10.934090,0.809125,-8.007556,0.465088,0.528317
0.020000,13.246281,24.163079,10.947073,0.649139,-7.999313,0.412195,0.526040
0.020000,13.254747,24.167985,10.956858,0.489257,-7.994059,0.262653,0.524326
0.020000,13.260453,24.171280,10.963447,0.329466,-7.989556,0.225170,0.523172
0.020000,13.263395,24.172976,10.966842,0.169748,-7.985890,0.183309,0.522578
0.020000,13.264217,24.173450,10.967792,0.047468,-6.114008,93.594092,0.522412
0.020000,13.264261,24.173475,10.967842,0.002513,-2.247776,193.311616,0.522403
0.020000,13.264261,24.173475,10.967842,0.000000,-0.125637,106.106916,0.522403
